Smiles,Molecule Name,Standard Value,Standard Units
Fc1c(-c2cc(OC)c(C(=O)NC(C)c3cc(OC)ccc3)cc2)ccnc1,,7943.2798,nM
Fc1c(-c2nccc(-c3[nH]c4c(C(=O)NCC4)c3)c2)cccc1,,10000,nM
O=[N+]([O-])c1cc2NC(=O)c3c(Nc2cc1)cc(-c1cc(OC)c(O)cc1)cc3,,5011.8701,nM
O(CC(N)Cc1ccccc1)c1cc(-c2cc3c(C)n[nH]c3cc2)cnc1,,79.43,nM
Brc1ccc(-c2c3c(N)ncc(C=CC(=O)NCCCn4cncc4)c3sc2)cc1,,10000,nM
O(C)c1c(O)ccc(C=C(C#N)c2c(C#N)c(N)[nH]n2)c1,,10000,nM
Fc1ccc(-c2c(n(C3CCNCC3)cn2)-c2nc(OC)ncc2)cc1,SB-242235,10000,nM
Fc1cc(NC(=O)Nc2ccc(-c3c4c(N)ncc(-c5cn(C(C(=O)N)(C)C)nc5)c4sc3)cc2)ccc1,,10000,nM
Fc1c(C(=O)Nc2cc(-c3c(-c4nc(Nc5cc(N6C(=O)CCC6)ccc5)ncc4)n4c(SC=C4)n3)ccc2)c(F)ccc1,,10000,nM
Clc1c(F)ccc(Nc2ncnc3c2cc(OCCCN2CCOCC2)c(OC)c3)c1,GEFITINIB,10000,nM
Fc1cc(-c2c3c(sc(C(=O)N)c3)cnc2)ccc1,,7943.2798,nM
O=C(NC(C)c1cc(OC)ccc1)c1ccc(-c2ccncc2)cc1,,10000,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(-c2c3c(N)n[nH]c3ccc2)cc1,,7943.2798,nM
O=CC=1C(C)=C(C#N)c2n(C=1O)c1c(n2)cccc1,,10000,nM
O=[N+]([O-])c1sc(NC(=O)NCc2ccc(OC)cc2)nc1,,10000,nM
O=C(NC1CCN(C)CC1)c1cc(OC)c(Nc2nc3N(N(CC)C(=O)N(C)c3cn2)C2CCCC2)cc1,,10000,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(-c2c3c(C(=O)NC3)ccc2)cc1,,10000,nM
O=C(Nc1ccccc1)c1n[nH]c2c1cc(-c1cc(OC)c(O)cc1)cc2,,10000,nM
FC(F)(F)c1cc(NC(=O)Nc2ccc(C3=Nc4c(N)ncnc4NCC3)cc2)ccc1,,10000,nM
O=C1NCc2c3c4n([C@]5(C)[C@](OC)[C@](NC)C[C@@](O5)n5c4c(c4c5cccc4)c12)c1c3cccc1,STAUROSPORINE,170,nM
Clc1ccc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCCO)cc1,,22,nM
Clc1ccc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCO)cc1,,15,nM
O(C[C@@](N)Cc1c2c([nH]c1)cccc2)c1cc(-c2cc3c(cncc3)cc2)cnc1,,35,nM
Clc1cc2c(oc3C(=O)NC(C4NCCC4)=Nc23)cc1,BMS-863233,30000,nM
O(C)c1ncc(C=2C(=O)N(C3CCC(OCCO)CC3)c3nc(N)nc(C)c3C=2)cc1,PF-04691502,30000,nM
O=C1N2C(=NN1)c1c(nc(c(-c3ccccc3)c1)-c1ccc(C3(N)CCC3)cc1)C=C2,MK-2206,213,nM
Clc1cc2C(c3c(F)cccc3OC)=NCc3c(nc(Nc4cc(OC)c(C(=O)O)cc4)nc3)-c2cc1,ALISERTIB,30000,nM
FC(F)(F)c1c(N2CCNCC2)ccc(N2C(=O)N(C)c3c2c2c(nc3)ccc(-c3cnc(OC)cc3)c2)c1,BGT-226,30000,nM
Clc1c(NC(=O)NC2CC2)ccc(Oc2c3c(ncc2)cc(OC)c(C(=O)N)c3)c1,LENVATINIB,30000,nM
Clc1c(OC)c(NC(=O)c2c(C)nccc2)c2[nH]c3c(c2c1)ccnc3,,10000,nM
N([C@](C)c1ccccc1)c1ncnc2[nH]c(-c3ccc(CN4CCN(CC)CC4)cc3)cc12,AEE-788,30000,nM
O=C(O)c1c(N[C@](C)C=2C3=NC(N4CCOCC4)=CC(=O)N3C=C(C)C=2)cccc1,AZD-6482,30000,nM
Clc1c(C=2Oc3c(c(O)cc(O)c3C(=O)C=2)[C@]2[C@](CO)N(C)CC2)cccc1,,5922,nM
FC(F)(F)c1c(Nc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cc(N3CCN(C(=O)C)CC3)cc2)nc1,ROCILETINIB,30000,nM
O(CC1(C)COC1)c1cc2ncn(-c3nc4c(N5CCC(N)CC5)cccc4cc3)c2cc1,CRENOLANIB,30000,nM
FC(F)(F)c1[nH]c(-c2nccc(Oc3cc4nc(Nc5ccc(C(F)(F)F)cc5)n(C)c4cc3)c2)nc1,RAF-265,30000,nM
O(C)c1c(CO)cc(-c2nc3nc(N4[C@@](C)COCC4)nc(N4[C@@](C)COCC4)c3cc2)cc1,AZD-8055,30000,nM
Brc1c(-c2c3c([nH]cc3)ncc2)sc(C(=O)N[C@](CN)Cc2cc(F)ccc2)c1,,2,nM
Brc1c(-c2c3c([nH]cc3)ncc2)sc(C(=O)N[C@](CN)Cc2c(C(F)(F)F)cccc2)c1,,2,nM
Brc1c(-c2c3c([nH]cc3)ncc2)sc(C(=O)N[C@](CN)Cc2ccc(C(F)(F)F)cc2)c1,,3,nM
Brc1cc(Cl)c(Nc2c(F)c3ncn(C)c3cc2C(=O)NOCCO)cc1,SELUMETINIB,10000,nM
Clc1c(Cl)ccc2sc(C(=O)N)c(NC(=O)C)c12,,10000,nM
O=C1NCc2c3c4n(C5(C)C(OC)C(NC)CC(O5)n5c4c(c4c5cccc4)c12)c1c3cccc1,,6.3099999,nM
S(=O)(=O)(C)c1c(OC)cc(CC(=O)Nc2nc(OC(C)C)c(C#N)c(N)c2)c(OC)c1,,10000,nM
O=C(NCCc1ccccc1)c1sc(-c2nc(NC)ncc2)cc1,,5000,nM
Clc1c(C[C@](NC(=O)c2sc(-c3nc(NC)ncc3)cc2)CN)ccc(Cl)c1,,2.5999999,nM
O=C(Nc1c(C#N)c2c(s1)CCCC2)c1ccccc1,,10000,nM
O=C(N[C@@](C(=O)N)CCCNC(=N)N)[C@](NC(=O)CCCCCNC(=O)[C@](NC(=O)CCCCCNC(=O)[C@@]1C[C@@](O)[C@](n2c3ncnc(N)c3nc2)C1)C)CCCNC(=N)N,,2.3800001,nM
Clc1ccc(CNC(=O)Nc2c3c([nH]nc3)ccc2)cc1,,10000,nM
S(=O)(=O)(O)c1c2c(c(O)ccc2)c(NCc2cc3OCOc3cc2)cc1,,10000,nM
O(C[C@@](N)Cc1c2c([nH]c1)cccc2)c1c(C#N)nc(c(-c2nc3c(C)n[nH]c3nc2)c1)-c1cocc1,,19,nM
O=C(N)c1c(C[C@](N)COc2c(N)nc(c(-c3nc4c(C)n[nH]c4nc3)c2)-c2c(C)occ2)c2c([nH]1)cccc2,,1,nM
Clc1c(OCC)nc(C(=O)NCc2ccc(S(=O)(=O)C)cc2)cc1N,,9500,nM
O(CC(N)Cc1c2c([nH]c1)cccc2)c1cc(-c2cc3c(C)n[nH]c3cc2)cnc1,,6.3099999,nM
Clc1cc2NC(=O)Nc3nc(c(C#N)nc3)OCC(O)C(O)COc2cc1,,10000,nM
O=C(Nc1ccc(C)cc1)Nc1ccc(-c2c3c(N)ncc(-c4cn(C)nc4)c3sc2)cc1,,10000,nM
Clc1nc(NC2CCC(O)CC2)nc(-c2c3c([nH]c2)nccc3)c1,,10000,nM
O=C(Nc1n[nH]c2c1cc(-c1nnn(Cc3ccccc3)c1)cc2)c1ccccc1,,251.19,nM
O=C1NCCc2[nH]c(-c3cc(-c4cnc5c(c4)cccc5)ncc3)cc12,,10000,nM
N(Cc1ccccc1)c1sc2c(n1)ccc(-c1ccncc1)c2,,10000,nM
Fc1c(F)cccc1-c1nnc2[nH]nc(NC(=O)CCC)c2c1,,10000,nM
Clc1cc2c(OC(=N)C=3C(=O)NC(O)=C(C#N)C2=3)cc1,,7943.2798,nM
Clc1c(c(Cl)ccc1)C=1C(=O)N=CN2N=C(Sc3c(F)cc(F)cc3)C=CC=12,NEFLAMAPIMOD,10000,nM
Fc1c(N2CC(NC(=O)C)CC2)nc2NC=C(C(=O)O)C(=O)c2c1C,,10000,nM
O=C(NN)C=1C(=O)c2c(N(c3c(C)cc(O)cc3)C=1)cc(-c1ccncc1)cc2,,10000,nM
O=C(Nc1c(C)cccc1)Nc1cc2c(-c3c4c(N)ncnc4sc3CC2)cc1,,10000,nM
O=C1NCc2c(-c3ccc(Nc4oc5c(n4)cccc5)cc3)cccc12,,10000,nM
O(C)c1c(CNC=2C(=O)C(=O)C=2Nc2ccncc2)ccc(OC)c1,,10000,nM
O(CCOc1c(OCCOC)cc2ncnc(Nc3cc(C#C)ccc3)c2c1)C,ERLOTINIB,10000,nM
O=C(NCc1ccc(-n2c(-c3c(N)nccc3)nc3c2nc(-c2ccccc2)cc3)cc1)c1ccccc1,,390,nM
O=C(Nc1ccccc1)Cc1ccc(-n2c(-c3c(N)nccc3)nc3c2nc(-c2cnccc2)cc3)cc1,,390,nM
O=C(Nc1ccccc1)Cc1ccc(-n2c(-c3c(N)nccc3)nc3c2nc(-c2cc(NC(=O)C)ccc2)cc3)cc1,,700,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(-c2c3c(N)nc(N)nc3sc2)cc1,,10000,nM
O(CC(N)COc1cc(C=Cc2ccncc2)cnc1)Cc1ccccc1,,6309.5698,nM
Clc1c(O)cc2C(=O)C=3C(=O)ONC=3N(CC)c2c1,,10000,nM
FC(F)(F)COC1=NC=Cn2c(c(-c3ccc(F)cc3)nc12)-c1nc(NCC(CO)(C)C)ncc1,,10000,nM
Clc1nc(NC2CCC(O)CC2)nc(-c2c3c([nH]c2)nccc3)c1,,10000,nM
O=C(Nc1nc(OCC)c(C#N)c(N)c1)Cc1c(OC)ccc(OC)c1,,10000,nM
O=C(NC1CCN(C)CC1)c1cc(OC)c(Nc2nc3N(C(CC)C(=O)N(C)c3cn2)C2CCCC2)cc1,,10000,nM
Fc1c(-c2n[nH]c3sc(C(=O)NC)cc23)cccc1,,10000,nM
Clc1c(Cl)cc2nn[nH]c2c1,,10000,nM
S(=O)(=O)(NCC#Cc1c2scc(-c3ccc(NC(=O)Nc4cc(C)ccc4)cc3)c2c(N)nc1)C,,10000,nM
Clc1c(OCC)nc(NC(=O)Cc2c(OC)cc(S(=O)(=O)C)c(OC)c2)cc1N,,10000,nM
O=C(Nc1ccc(C)cc1)Nc1ccc(-c2c3c(N)ncc(-c4cn(C(C(=O)N(C)C)C)nc4)c3sc2)cc1,,10000,nM
O(CCCN(C)C)c1cc(-c2ccc(Nc3oc4c(n3)cccc4)cc2)c2c(C(=O)NC2)c1,,6309.5698,nM
O=C(N1Cc2c3n(cc(C4=C(c5n6c(nc5)C=CC=C6)C(=O)NC4=O)c3ccc2)CC1)N1CCOCC1,,10000,nM
O=C(Nc1cc(OC)ccc1)c1c2n(C(c3ccccc3)=CC=N2)nc1,,10000,nM
O=C1NC(NC2CCCCC2)=NC(c2ccncc2)=C1,,10000,nM
FC(F)(F)c1nc(NC(=O)Nc2c3c(c(F)ccc3)ncc2)ccc1,,10000,nM
O=C(NN=Cc1c(OCC)cccc1)c1c(n(-c2c(N)non2)nn1)N1CCCC1,,10000,nM
c1(-c2cc3[nH]ncc3cc2)cnc2[nH]ccc2c1,,10000,nM
Clc1c(OCC)nc(C(=O)NCc2c(S(=O)(=O)N)cccc2)cc1N,,10000,nM
O=C(N1CCCCC1)c1noc(-c2cc3c([nH]nc3)cc2)c1,,10000,nM
Ic1c2c(N)ncnc2n(CC(O)C(O)CN)c1,,10000,nM
Fc1c(C2c3c(C)n[nH]c3NC3=C2C(=O)CC(C)(C)C3)cccc1,,10000,nM
O=C(N(C(C)C)C)c1n(Cc2ccccc2)nnc1-c1cc2c([nH]nc2)cc1,,7943.2798,nM
Clc1nc(N)nc(Nc2cc(F)c(Oc3c4c(C)c[nH]c4ncc3)c(F)c2)c1,BAY-549,1000,nM
Brc1c(F)c(F)c(-c2c3c(sc(C(=O)N)c3)cnc2)cc1,,3981.0701,nM
Clc1cc2C(=O)c3c(C)nn(-c4ccc(C)cc4)c3N(O)c2cc1,,10000,nM
Clc1c(C(F)(F)F)cc(NC(=O)Nc2ccc(Oc3cc(C(=O)NC)ncc3)cc2)cc1,SORAFENIB,10000,nM
O=C(N)c1c2nc(-c3nc(NCCN4CCCC4)ccc3)[nH]c2ccc1,,10000,nM
O=C1N(c2ccccc2)N=C(C)C1=CC=1C(C)=C(C#N)c2n(C=1O)c1c(n2)cccc1,,10000,nM
O=C1C(=O)C(Nc2ccncc2)=C1NC(C)c1ccccc1,,10000,nM
Brc1ccc(CNC(=O)Nc2cc3c([nH]nc3)cc2)cc1,,10000,nM
Fc1c(-c2c(-c3nc(NCC(O)(C)C)ncc3)n3c(C(CC4CC4)=NC=C3)n2)ccc(F)c1,,10000,nM
Clc1ccc(C[C@@](N)C(=O)N2CCN(c3ncnc4c3cccc4)CC2)cc1,,179,nM
Clc1c(-c2c(C(=O)N)cc(-c3nc(N)ncc3)[nH]2)ccc(Cl)c1,,6309.5698,nM
O=C(N)c1c(NC=2n3c(ncc3)C=C(c3cc(OC)c(OC)cc3)N=2)cccc1,,10000,nM
O(C)c1cc(-c2cn-3c(C(=O)Nc4c-3cccc4)c2)ccc1,,10000,nM
Clc1ccc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCN(C)C)cc1,,7,nM
Fc1ccc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)C)cc1,,176,nM
O=C1N(C2CCN(Cc3ccc(C4=C(c5ccccc5)NC(=O)C(C)=N4)cc3)CC2)c2c(N1)cccc2,,50000,nM
Clc1c(CCNC(=O)c2sc(-c3nc(N)ncc3)cc2)ccc(Cl)c1,,610,nM
O=C([C@](N)Cc1ccc(OC)cc1)N1CCN(c2ncnc3c2cccc3)CC1,,2056,nM
S(=O)(=O)(Nc1ccc(-c2cc3c(N)n[nH]c3cc2)cc1)C,,10000,nM
Fc1cc2c(C3=C(c4n5c(nc4)C=CC=C5)C(=O)NC3=O)cn3c2c(c1)CN(C(=O)N1CCCCC1)CC3,LY-2090314,10000,nM
O=C(Nc1ccc(OC(C)C)cc1)N1CCN(c2ncnc3c2cc(OC)c(OCCCN2CCCCC2)c3)CC1,TANDUTINIB,10000,nM
S(=O)(=O)(N)c1c(C)ccc(Nc2nc(Nc3ccc(OCC(=O)NC)cc3)c(F)cn2)c1,,10000,nM
O=C1Nc2c(-n3c1ccc3)ccc(CN1C(=O)CCC1)c2,,316.23001,nM
S(=O)(=O)(Nc1ccc(-c2cc3c(NC(=O)CC)n[nH]c3cc2)cc1)CCC,,10000,nM
O=C(NC(CO)Cc1ccccc1)c1ccc(-c2ccncc2)cc1,,10000,nM
O=C(Nc1scc(C)n1)c1c(N)c2c(s1)nc(-c1ccncc1)cc2,,10000,nM
Clc1c2c(Nc3cc(O)ccc3)ncnc2sc1,,10000,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(-c2c3c(N)ncc(C=CC(=O)NCCN(CC)CC)c3sc2)cc1,,10000,nM
O=C(NN=Cc1sccc1)c1c(n(-c2c(N)non2)nn1)-c1sccc1,,10000,nM
O=C(N)c1c(-c2c(C)c(C)ccc2)[nH]c(-c2nc(N)ncc2)c1,,7943.2798,nM
N(c1nc(Nc2ccccc2)ccn1)c1ccccc1,,25118.859,nM
FC(F)(F)c1cc2OC3=C(C(=O)c2cc1)C(=O)CCC3,,10000,nM
ClC1=NC=Cn2c(c(-c3ccc(F)cc3)nc12)-c1nc(NCC(CO)(C)C)ncc1,,10000,nM
FC(F)(F)c1ccc(-c2n3N=C(NC4CC4)C=Cc3nn2)cc1,,10000,nM
O(C)c1c(OC)ccc(C=C2C(=O)NC(=Nc3ccccc3)S2)c1,,10000,nM
O=C(Nc1cc(C)ccc1)Cc1ccc(-c2c3c(N)n[nH]c3ccc2)cc1,,3981.0701,nM
Fc1ccc(-c2c(-c3ccncc3)n3c(SC=C3)n2)cc1,,10000,nM
O(CC(N)Cc1c2c([nH]c1)cccc2)c1cc(-c2sc3c(c2)cncc3)cnc1,,199.53,nM
Fc1c(-c2ccncc2)ccc(C(=O)NC(C)c2cc(OC)ccc2)c1,,3981.0701,nM
O=C(N1CC(C(=O)N)CCC1)c1noc(-c2cc3c([nH]nc3)cc2)c1,,10000,nM
Clc1cc(Cl)cc(C(NC(=O)c2ccc(-c3ccncc3)cc2)CO)c1,,10000,nM
O=C(N[C@@](C(=O)N)CCCNC(=N)N)[C@](NC(=O)CCCCCNC(=O)[C@](NC(=O)CCCCCNC(=O)[C@@]1[C@@](O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)C)CCCNC(=N)N,,3750,nM
Fc1c(Oc2ncnc3c2cc(OC)c(OCCCN2CCCC2)c3)ccc2[nH]c(C)cc12,CEDIRANIB,10000,nM
Nc1ncnc2n(C3CCN(Cc4ccc(-c5c(-c6ccccc6)cc(-c6[nH]nnn6)cn5)cc4)CC3)cnc12,,50000,nM
O=C1N(C2CCN(Cc3ccc(C4=C(c5ccccc5)N=CC(=O)N4)cc3)CC2)c2c(N1)cccc2,,50000,nM
Clc1c(Cl)ccc(N2C(=O)C(=CC=3C(C)=C(C#N)c4n(C=3O)c3c(n4)cccc3)C(C)=N2)c1,,5011.8701,nM
Fc1cc(NC(=O)Nc2ccc(NC(=O)c3c4C(N)=NC=Nn4cc3)cc2)ccc1,,10000,nM
Clc1c(Cl)ccc(CNC=2C(=O)C(=O)C=2Nc2ccncc2)c1,,1258.9301,nM
Fc1ccc(-c2c(n(CCN3CCOCC3)cn2)-c2cc3c([nH]nc3)cc2)cc1,,10000,nM
Clc1ccc(CNC(=O)c2sc3[nH]nc(-c4ccccc4)c3c2)cc1,,10000,nM
OCC(Nc1ncnc2[nH]cc(-c3ccccc3)c12)CO,,10000,nM
S=C1N2c3sc4c(c3C=3N(C(=S)NN=3)C2=NN1)CCC4,,7943.2798,nM
Fc1ccc(-c2cc(OCC(N)Cc3c4c([nH]c3)cccc4)cnc2)cc1,,6309.5698,nM
O(C)c1c(NC2=Nn3c(-c4ccccc4)nnc3C=C2)cc(OC)cc1,,10000,nM
Fc1cc2[nH]c(-c3ccc(CNC)cc3)c3c2c(C(=O)NCC3)c1,RUCAPARIB,10000,nM
Clc1ccc(Nc2nnc(Cc3ccncc3)c3c2cccc3)cc1,VATALANIB,10000,nM
S(=O)(C)c1ccc(-c2[nH]c(c(-c3ccc(F)cc3)n2)-c2ccncc2)cc1,SB-203580,10000,nM
Fc1ccc(-c2c(-c3nc(NC4CCN(C(=O)C)CC4)ncc3)n3c(OC=C3)n2)cc1,,10000,nM
s1c2c(-c3[nH]ncc3CC2)cc1,,100000,nM
Clc1c(F)cc2C(=O)C=3C(=O)ONC=3N(CC)c2c1,,10000,nM
Fc1c(NCc2ccccc2)c(F)cc2C(=O)C=3C(=O)NSC=3N(C3CC3)c12,,2511.8899,nM
O=C(NCc1cc(OC)ccc1)c1sc2[nH]nc(-c3ccccc3)c2c1,,10000,nM
N(Cc1ccccc1)c1scc(-c2cc3c([nH]nc3)cc2)n1,,10000,nM
O=C(NCc1ccccc1)c1cc(-c2cnc3[nH]ccc3c2)ccc1,,10000,nM
Fc1cc(NC(=O)Nc2ccc(-c3c4c(N)ncc(-c5cocc5)c4sc3)cc2)ccc1,,10000,nM
O=C(NC1CCN(C)CC1)c1sc2[nH]nc(-c3ccccc3)c2c1,,10000,nM
O=C(Nc1cc(C)cc(C)c1)Nc1cc(C)c(-c2c3c(C(=O)NC3)ccc2)cc1,,10000,nM
Brc1cnc2[nH]cc(-c3ccccc3)c2c1,,10000,nM
O=C(NN=Cc1c(O)cc(O)cc1)Nc1c2nsnc2ccc1,,10000,nM
O=C(N)c1c(N)nc2N(C(=O)N(CC)C(=O)c2c1)C1CC1,,10000,nM
Brc1cc2-c3[nH]ncc3Cc2cc1,,50118.719,nM
Clc1nnc2Nc3c(C(=O)N)cccc3NC(=O)c2c1,,10000,nM
Fc1cc(C(=O)Nc2cc3c([nH]nc3)cc2)ccc1,,10000,nM
O=C(O)C(=O)Nc1c(N(C)C)cc2sncc2c1,,10000,nM
O=C(NC(C)c1cc(OC)ccc1)c1cc(C)c(-c2ccncc2)cc1,,7943.2798,nM
O=C(N)c1c2nc(-c3nc(NCCCN(CC)CC)ccc3)[nH]c2ccc1,,10000,nM
O=C(Nc1cc(-c2c(-c3nc(Nc4cc(N5C(=O)CCC5)ccc4)ncc3)n3c(SC=C3)n2)ccc1)Cc1ccccc1,,10000,nM
Clc1ccc([C@@](NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCN2CCCC2)cc1,,18,nM
Clc1ccc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)C2CC2)cc1,,24,nM
Clc1ccc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)C)cc1,,30,nM
O=C(N[C@@](C(=O)N)CCCNC(=N)N)[C@](NC(=O)CCCCCNC(=O)[C@](NC(=O)CCCCCNC(=O)[C@@]1[C@@](O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1)CCCCN)CCCNC(=N)N,,100000,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(-c2c3c(N)ncc(C#CC(N)(C)C)c3sc2)cc1,,10000,nM
Fc1c(-c2c3c(sc(C(=O)N)c3)cnc2)ccc(F)c1,,10000,nM
O=C(Nc1cc(-c2c(-c3nc(Nc4ccc(N5CCOCC5)cc4)ncc3)n3c(SC=C3)n2)ccc1)Cc1ccccc1,,10000,nM
S(=O)(=O)(CC)c1ccc(-c2c3c(sc(C(=O)N)c3)cnc2)cc1,,10000,nM
N(c1nc(-c2c3c([nH]c2)nccc3)ccn1)C1CCC(N)CC1,,630.96002,nM
Ic1cc(Cl)c(Nc2c(F)c(F)ccc2C(=O)NOCC2CC2)cc1,CI-1040,10000,nM
Clc1c(C[C@@](N)C(=O)N2CCN(c3ncnc4c3cccc4)CC2)ccc(Cl)c1,,1464,nM
O=C([C@](N)Cc1ccc(-c2ccccc2)cc1)N1CCN(c2ncnc3c2cccc3)CC1,,13916,nM
Clc1c(CNC(=O)Nc2sc(-c3nc(NC)ncc3)cc2)ccc(Cl)c1,,2100,nM
Fc1ccc(CCCNC(=O)c2sc(-c3nc(NC)ncc3)cc2)cc1,,18000,nM
Nc1c(-c2n(-c3ccc(C4(N)CCC4)cc3)c3nc(-c4cnccc4)ccc3n2)cccn1,,26,nM
O=C(O)c1cc2nc(c(-c3ccccc3)nc2cc1)-c1ccc(CN2CCC(N3C(=O)Nc4c3cccc4)CC2)cc1,,3200,nM
Clc1c(C(CNC(=O)c2sc(-c3nc(NC)ncc3)cc2)CC)ccc(Cl)c1,,1000,nM
Clc1c(CC(NC(=O)c2sc(-c3nc(NC)ncc3)cc2)CN)ccc(Cl)c1,,4.8000002,nM
Fc1ccc(NC(=O)c2sc(-c3nc(NC)ncc3)cc2)cc1,,25000,nM
OC(C#Cc1nc(CN2CCCC2)cc2n(CC)c(-c3c(N)non3)nc12)(C)C,GSK-1000163A,22,nM
Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)/C=C/CN(C)C)c(O[C@@]2COCC2)c3)c1,AFATINIB,10000,nM
Clc1c(C(F)(F)F)cc(NC(=O)Nc2ccc(Oc3cc(C(=O)NC)ncc3)cc2)cc1,SORAFENIB,10000,nM
Fc1c2nccc(NC(=O)Nc3nccnc3)c2ccc1,,10000,nM
Clc1cc2N(c3c(C)cc(O)cc3)c3nc(N)nc(N)c3C(=O)c2cc1,,10000,nM
Clc1c(Cl)ccc(-c2c(n(CCC)c(C3CCNCC3)n2)-c2nc(NC3CCCCC3)ncc2)c1,,3981.0701,nM
Clc1cc(CC(N)COc2cc(-c3cc4c(C)n[nH]c4cc3)cnc2)ccc1,,5.0120001,nM
Clc1cc(C(=O)N)c2nc(-c3c(F)cc(C4CNCCC4)cc3)[nH]c2c1,,10000,nM
Fc1c(-c2c(-c3nc(NCC(O)(C)C)ncc3)n3c(C(CC)=NC=C3)n2)ccc(F)c1,,10000,nM
IC=1c2n(C(=O)NC=1)cc(-c1ccccc1)n2,,10000,nM
O=C(Nc1n(C)c2c(n1)cc(N(C(=O)C1CCCCC1)C)cc2)c1ccc(C#N)cc1,,10000,nM
Ic1n(Cc2ccccc2)nnc1-c1cc2c(N)n[nH]c2cc1,,316.23001,nM
O=C(Nc1cc(C)c(C)cc1)Nc1ccc(-c2c3c(C(=O)NC3)ccc2)cc1,,10000,nM
FC(F)Oc1ccc(NC(=O)Nc2ccc(-c3c4c(N)ncc(-c5cn(C)nc5)c4sc3)cc2)cc1,,10000,nM
O=C(N)c1c2nc(-c3ccc(OCCN(CC)CC)cc3)[nH]c2ccc1,,10000,nM
O=C(NN=C(C)c1occc1)c1c(n(-c2c(N)non2)nn1)-c1ccccc1,,10000,nM
Fc1ccc(-c2c(-c3nc(NC4CCNCC4)ncc3)n3c(OC=C3)n2)cc1,,10000,nM
O=C(Nc1cc(Nc2nc(-c3cnccc3)ccn2)c(C)cc1)c1ccc(CN2CCN(C)CC2)cc1,IMATINIB,10000,nM
Fc1cc(-c2c3c(sc(C(=O)O)c3)cnc2)ccc1,,10000,nM
Clc1c(OC)cc2nc(NCC)c(NCC)nc2c1,,10000,nM
S=C1SC(=Cc2cc(OC)c(O)cc2)C(=O)N1,,10000,nM
C(CCCCCCCC)CCCCCCC[n+]1c(C)n(Cc2ccccc2)cc1,,10000,nM
Clc1c(C)cc(OC)c(NC(=O)Nc2ncc(C#N)nc2)c1,,10000,nM
O=C1Oc2c(N1)cc(-c1nc(-c3cc4NC(=O)COc4cc3)cc(-c3ccccc3)c1)cc2,,4000,nM
Fc1cc(C(=O)NCc2ccc(-n3c(-c4c(N)nccc4)nc4c3ncc(-c3cnccc3)c4)cc2)ccc1,,400,nM
O=C(Nc1cc(CC)ccc1)Nc1cc2c(-c3c4c(N)ncnc4sc3CC2)cc1,,10000,nM
Clc1cc2C(c3ccccc3)=C(C(=O)/C=C/c3[nH]c4c(n3)cc(F)cc4)C(=O)Nc2cc1,,1640,nM
Fc1c(C2C(C#N)=C(N)Oc3[nH]nc(C(C)(C)C)c23)cccc1,,10000,nM
NCCCn1c2c(c(-c3cc(-c4sc5c(c4)cccc5)c4[nH]ncc4c3)c1)nc(N)nc2,,251.19,nM
O=C(N)c1c(Nc2cc(C)ccc2)nc(NC2C(N)CCCC2)cn1,,316.23001,nM
O=C(N)C=1C(c2occc2)C(C#N)=C(N)N2C(=O)C(=Cc3occc3)SC=12,,10000,nM
O=C(NCc1ccncc1)c1nc(OCC)c(C#N)c(N)c1,,10000,nM
Fc1c(NC(=O)Nc2ccc(-c3c4c(N)ncc(-c5cocc5)c4sc3)cc2)cccc1,,10000,nM
Clc1ccc([C@](O)(CN)c2ccc(-c3c[nH]nc3)cc2)cc1,AT-13148,50,nM
Fc1ccc(-c2c(-c3nc(NCC(CO)(C)C)ncc3)n3c(C(CC4CC4)=NC=C3)n2)cc1,,10000,nM
O=C(N)c1c2[nH]ncc2ccc1,,100000,nM
FC(F)(F)c1c2nccc(NC(=O)Nc3nc(N4CCOCC4)ccc3)c2ccc1,,10000,nM
Fc1c2OCCC(N3C(=O)Nc4c3nc(-n3c5c(nc3)ccc(F)c5)nc4)c2ccc1,,10000,nM
O=C(NC(C)(C)C)c1cc2nc3c([nH]c4c3cccc4)nc2cc1,,10000,nM
Brc1cc(F)c(COc2c(C(=O)N)c(NC(=O)NCCCCN3CCCC3)sn2)c(F)c1,OSI-632,10000,nM
O=C(NC(C)c1cc(OCCC)ccc1)c1ccc(-c2ccncc2)cc1,,10000,nM
